央视,#genre#
CCTV-10,http://121.18.168.149/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/5505774374187257095/1.m3u8?stbId=005301FF001589101611549359B928C9&channel-id=shvoolive&Contentid=5505774374187257095&mos=jbjhhzstsl&livemode=1&proto=7&version=1.0&owaccmark=5505774374187257095&owchid=shvoolive&owsid=1848841579531638041&AuthInfo=2TOfGIahP4HrGWrHbpJXVO9dhnpYCD6yZADsu%2BE3e1z0TmJ04Et2oauQoqLXutIbfy6yerDX1KNDnX4OGB2ZvZf3QlZMt7Oj%2B5HhHlpl0nNoTgXky6K2iYWb1eX3xCek#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8#http://cbnlive.cbchot.com/live/yt_cctv10_h_1.m3u8?123#http://61.163.111.46/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000001000023734/index.m3u8?stbId=ccd388d2f26b9c9c5e0d0b8cf9c52c48&channel-id=ystenlive&Contentid=1000000001000023734&authCode=3a&mos=jbjhhzstsl&livemode=1&version=1.0&owaccmark=1000000001000023734&owchid=ystenlive&owsid=5592911598789572830&AuthInfo=zLXgIFj%2FDR7qPLyDn7oJZ7TrLyFfl2Dbj7hnebL3XNXmpKc81lPaQdDAcUBOgd1b3yb6YSj2FsWfxdlPdudnfsb%2FsBKMkH2iEUOYJmjhGR5Bm8evOc3k4cSp7hYCZf9P#http://live.hcs.cmvideo.cn:8088/wd_r2/2018/ocn/cctv10hd/2000/index.m3u8?ProgramID=&encrypt=#http://39.134.176.253/PLTV/88888888/224/3221226199/index.m3u8
CCTV-11,http://121.18.168.149/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000002000019789/1.m3u8?stbId=005301FF001589101611549359B96031&channel-id=ystenlive&Contentid=1000000002000019789&mos=jbjhhzstsl&livemode=1&version=1.0&owaccmark=1000000002000019789&owchid=ystenlive&owsid=5070431579531812673&AuthInfo=2TOfGIahP4HrGWrHbpJXVDOD3a2KOxiKxQ3OD0iK1ACjKNizoRlMOkuvsTe1URoeoCCSRcfgLDg%2FiG7BT3%2BNlEIMer5%2BuzAqyByddFhoQVMoMRKerLoSM5qM9Az%2Bea7u#http://112.17.40.142/PLTV/88888888/224/3221226219/index.m3u8##http://61.163.111.46/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000002000019789/index.m3u8?stbId=9351db81e9648f2cb384ebd4bbacc393&channel-id=ystenlive&Contentid=1000000002000019789&authCode=3a&mos=jbjhhzstsl&livemode=1&version=1.0&owaccmark=1000000002000019789&owchid=ystenlive&owsid=8414951598789901820&AuthInfo=8g87WNL6KmWvv8zlUD%2B50hY84wHaSjrpDkd0U2QCb5dZ8dvE280%2FJtQtAtv4LrPNH6C%2FuT7qG5OorQDdQPrPOeIQ19XJECOyKYpfQAMC2oy9g6foXDEly4qO0ET0u085#http://live.hcs.cmvideo.cn:8088/migu/kailu/cctv11hd/50/20200103/index.m3u8?ProgramID=&encrypt=#http://live.hcs.cmvideo.cn:8088/migu/kailu/cctv11hd/51/20200103/index.m3u8?ProgramID=&encrypt=#http://39.134.176.253/PLTV/88888888/224/3221226219/index.m3u8
CCTV-12,http://121.18.168.149/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/6417486185316863297/1.m3u8?stbId=005301FF001589101611549359B92F26&channel-id=shvoolive&Contentid=6417486185316863297&mos=jbjhhzstsl&livemode=1&proto=7&version=1.0&owaccmark=6417486185316863297&owchid=shvoolive&owsid=9153671579531878340&AuthInfo=2TOfGIahP4HrGWrHbpJXVPo6e%2BHF%2BrVo6xQQtyKDSurAX3PB%2FnVIr3xix20cl8xPdgGi1rpRM1DYWZnyEDgQSmvEeryqwyIWUPNfICRzKqmuU3YFsCIaBI4jHMacn12g#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8#http://cbnlive.cbchot.com/live/yt_cctv12_h_1.m3u8?123#http://61.163.111.46/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000001000001640/index.m3u8?stbId=114fdcb88c7561d575be17badeea6f15&channel-id=ystenlive&Contentid=1000000001000001640&authCode=3a&mos=jbjhhzstsl&livemode=1&version=1.0&owaccmark=1000000001000001640&owchid=ystenlive&owsid=5464091598789696557&AuthInfo=TPMdOWkretJemDEcbntHaREMjJnhO8psNshzrMVSLBvmpKc81lPaQdDAcUBOgd1b%2FvnDdPYtY2PYqKvtSgQwJwoksf9ATC4WwRXZKW7SoRLMVc%2F5YmIF1S6FulAg8ZJL#http://live.hcs.cmvideo.cn:8088/migu/kailu/20200324/cctv12hd/50/index.m3u8?ProgramID=&encrypt=#http://live.hcs.cmvideo.cn:8088/migu/kailu/20200324/cctv12hd/51/index.m3u8?ProgramID=&encrypt=#http://39.134.176.253/PLTV/88888888/224/3221226167/index.m3u8
CCTV-13,http://112.50.243.8/PLTV/88888888/224/3221225817/1.m3u8#http://112.17.40.142/PLTV/88888888/224/3221226193/index.m3u8#http://112.17.40.142/PLTV/88888888/224/3221226417/index.m3u8##http://61.163.111.46/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000002000021303/1.m3u8?stbId=0000019901080866836D73828EA0366836&Contentid=1000000002000021303&mos=52live&livemode=1&channel-id=ystenlive&version=1.0&owaccmark=1000000002000021303&owchid=ystenlive&owsid=3273921598798632361&AuthInfo=99HQzfLkvKmUX1bvDK8pxibV%2BHp90qC55b2Fv%2Ba8ahOwSTJYAx4i6uIykCO63vhYcNR7FrxxUYcNCwQj%2FHgjTAl0tZSq9JRYFdaZLZDXf3p4TQFppinTirjlEjk%2B6glA#http://live.hcs.cmvideo.cn:8088/envivo_x/2018/SD/cctv13/2000/index.m3u8?ProgramID=&encrypt=#http://39.134.176.253/PLTV/88888888/224/3221226193/index.m3u8
CCTV-14,http://121.18.168.149/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/5554452538079056392/1.m3u8?stbId=005301FF001589101611549359B92F26&channel-id=shvoolive&Contentid=5554452538079056392&mos=jbjhhzstsl&livemode=1&proto=7&version=1.0&owaccmark=5554452538079056392&owchid=shvoolive&owsid=1386521579531934459&AuthInfo=2TOfGIahP4HrGWrHbpJXVPo6e%2BHF%2BrVo6xQQtyKDSuraKH2KM768ZNQcj3PAdtOdSSlj5RtbM3onnzvUC8Txgj%2BRYROAJoRcjfZ4YOPHclFuVVM2CqA1FqqLFpU5t7y%2B#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8#http://cbnlive.cbchot.com/live/yt_cctv14_h_1.m3u8?123#http://61.163.111.46/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000001000008170/index.m3u8?stbId=0a7acd6d65a4c856b28004c1d5d0e11a&channel-id=ystenlive&Contentid=1000000001000008170&authCode=3a&mos=jbjhhzstsl&livemode=1&version=1.0&owaccmark=1000000001000008170&owchid=ystenlive&owsid=7654781598790429204&AuthInfo=kHGUsgWVkQa%2FW7wxz3Pleuz06zO8uw7vbPrCXYHS6UzmpKc81lPaQdDAcUBOgd1bT70QStnaFuyj9Eye492zmSWKFRnrjAIKfAX6kfkBGsSq10mixgLT%2Bg0nVUCM%2F9RW#http://live.hcs.cmvideo.cn:8088/wd_r2/2018/ocn/cctv14hd/2000/index.m3u8?ProgramID=&encrypt=#http://39.134.176.253/PLTV/88888888/224/3221226126/index.m3u8
CCTV-15,http://39.135.138.60:18890/PLTV/88888910/224/3221225641/index.m3u8#http://121.18.168.149/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000002000008163/1.m3u8?stbId=005301FF00158910000000212621B0EF&channel-id=ystenlive&Contentid=1000000002000008163&mos=jbjhhzstsl&livemode=1&version=1.0&owaccmark=1000000002000008163&owchid=ystenlive&owsid=8159411579531758075&AuthInfo=2TOfGIahP4HrGWrHbpJXVCfBjPWQNL5VnKaoeN%2FnWIWjKNizoRlMOkuvsTe1URoev67GfI1oIH4w2vVjbaVRzv3Enx1RBixVDhCnZtdnlMixFs9te0%2Bpvr2OpfN5d0VT#http://112.17.40.142/PLTV/88888888/224/3221226112/index.m3u8##http://61.163.111.46/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000002000008163/index.m3u8?stbId=30d66b705fed893633c4e3874570fe36&channel-id=ystenlive&Contentid=1000000002000008163&authCode=3a&mos=jbjhhzstsl&livemode=1&version=1.0&owaccmark=1000000002000008163&owchid=ystenlive&owsid=1982411598790440050&AuthInfo=9BbvnTcinSnzhpkDT7MnsplxGzouQrfotyPehBLWsqNZ8dvE280%2FJtQtAtv4LrPN1oQ%2BfelSbFN5HlZ2TzK%2FUGOmeDeULKl8hUmAMXRIPt4xXJ4WaBVvjXNEgdH1Vftu#http://live.hcs.cmvideo.cn:8088/migu/kailu/20200324/cctv15hd/50/index.m3u8?&ProgramID=&encrypt=#http://live.hcs.cmvideo.cn:8088/migu/kailu/20200324/cctv15hd/51/index.m3u8?&ProgramID=&encrypt=#http://39.134.176.253/PLTV/88888888/224/3221226112/index.m3u8
CCTV-16,http://ott-live.olympicchannel.com/out/u/OC1_1.m3u8#http://ott-live.olympicchannel.com/out/u/OC1_2.m3u8#http://ott-live.olympicchannel.com/out/u/OC1_1.m3u8
CCTV-17,http://121.18.168.149/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000005000056836/1.m3u8?stbId=005301FF001589101611549359B9325E&channel-id=ystenlive&Contentid=1000000005000056836&mos=jbjhhzstsl&livemode=1&version=1.0&owaccmark=1000000005000056836&owchid=ystenlive&owsid=9164551579532003738&AuthInfo=2TOfGIahP4HrGWrHbpJXVGO0L8hMYc%2BQSE26r5BPa9COQyZOTKfJypXfULnzEX8ov4wHfTVtjr5%2BH1gBPIHFdZVbPTqDjqKmcARryOXhfL7mPOk1Na7QiYpdWHg0hz19#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8#http://61.163.111.46/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000005000056836/index.m3u8?stbId=e691f2f15772c0102b6a25b9837c225a&channel-id=ystenlive&Contentid=1000000005000056836&authCode=3a&mos=jbjhhzstsl&livemode=1&version=1.0&owaccmark=1000000005000056836&owchid=ystenlive&owsid=5935011598790472232&AuthInfo=GFJ9v0W3imWwgMBwy1hojHaOrnJKyB4YkoSWCeofM1GtNi4PUMsliJ3wkuDw1LZOZLiwFp%2F27xb7D2ypmiTbFkrygXxJZE1XBMbsKtHFdSmBaMJvhi7fQG1ChDSnIwWP#http://live.hcs.cmvideo.cn:8088/migu/kailu/20200324/cctv17hd/50/index.m3u8?ProgramID=&encrypt=#http://live.hcs.cmvideo.cn:8088/migu/kailu/20200324/cctv17hd/51/index.m3u8?ProgramID=&encrypt=
CCTV-4K,http://cbnlive.cbchot.com/live/4klocal_1.m3u8?123#http://61.163.111.46/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000004000011651/1.m3u8?stbId=0000019901080866836D73828EA0366836&Contentid=1000000004000011651&mos=52live&livemode=1&channel-id=ystenlive&version=1.0&owaccmark=1000000004000011651&owchid=ystenlive&owsid=5127041598882395341&AuthInfo=99HQzfL#http://39.134.176.253/PLTV/88888888/224/3221226758/index.m3u8
CGTN,http://39.134.176.253/PLTV/88888888/224/3221226314/index.m3u8
CCTV-NEWS,http://223.110.242.139:6610/gitv/live1/G_CCTV-NEWS/G_CCTV-NEWS/
CCTV专区1,http://cbnlive.cbchot.com/live/yszq1_1.m3u8?123
CCTV专区2,http://cbnlive.cbchot.com/live/yszq2_1.m3u8?123
CCTV专区3,http://cbnlive.cbchot.com/live/yszq3_1.m3u8?123
中国交通HD,http://cbnlive.cbchot.com/live/jiaotong_h_1.m3u8?123
